Gene stable ID,Gene start (bp),Gene end (bp),Chromosome/scaffold name,Strand,UniProtKB/Swiss-Prot ID
ENSG00000104804,48880965,48898733,19,-1,O00295
ENSG00000197044,11767000,11784078,19,1,Q8N8Z8
ENSG00000189430,54906150,54916140,19,1,O76036
ENSG00000237452,45733251,45764534,19,1,C9JSJ3
ENSG00000124466,43460787,43465660,19,-1,O95274
ENSG00000130816,10133345,10231286,19,-1,P26358
ENSG00000118620,21020620,21060050,19,1,Q9H8G1
ENSG00000077312,40750637,40765389,19,1,P09012
ENSG00000196361,11451326,11481046,19,-1,Q14576
ENSG00000237247,7030578,7033011,19,1,A6NJ08
ENSG00000105245,40665905,40690972,19,-1,Q9Y6R0
ENSG00000105379,51345169,51366418,19,-1,P38117
ENSG00000188624,46120071,46124674,19,-1,Q6UXB1
ENSG00000176182,45890020,45902604,19,-1,Q86VE0
ENSG00000177191,41425359,41428730,19,-1,Q7Z7M8
ENSG00000142046,41350911,41384083,19,1,Q6ZNR0
ENSG00000105341,41431318,41440717,19,-1,Q9NW81
ENSG00000197647,12014732,12035741,19,-1,Q8N7K0
ENSG00000171291,11848726,11883750,19,1,Q8NDP4
ENSG00000105568,52190039,52229533,19,1,P30153
ENSG00000171295,11814284,11835201,19,1,Q8IYI8
ENSG00000177599,11797667,11809622,19,1,Q8N8L2
ENSG00000128626,38930548,38933162,19,1,O15235
ENSG00000167578,40778216,40796938,19,1,P61018
ENSG00000105270,36014660,36033343,19,-1,Q96DZ5
ENSG00000196381,37667751,37692322,19,-1,Q8N8C0
ENSG00000129351,10654261,10692417,19,1,Q12906
ENSG00000179262,12945855,12953642,19,1,P54725
ENSG00000167674,4472287,4502211,19,1,Q7Z4V5
ENSG00000186806,51331536,51342124,19,-1,Q86VR7
ENSG00000105383,51225064,51243860,19,1,P20138
ENSG00000126266,35351552,35353862,19,1,O14842
ENSG00000276043,4903080,4962154,19,1,Q96T88
ENSG00000105398,47870466,47886397,19,-1,Q06520
ENSG00000119574,58513530,58538911,19,-1,Q96K62
ENSG00000079435,42401507,42427426,19,-1,Q05469
ENSG00000063169,47608196,47703277,19,1,Q9NZM4
ENSG00000004777,35774532,35788822,19,1,O14559
ENSG00000196605,9751993,9793180,19,-1,Q147U1
ENSG00000142513,50790415,50795224,19,1,Q9BZG2
ENSG00000105696,18607430,18621039,19,1,Q9UK28
ENSG00000167460,16067021,16103005,19,1,P67936
ENSG00000196724,57921884,57935393,19,-1,Q8TF45
ENSG00000186010,19515736,19529054,19,1,Q9P0J0
ENSG00000183647,57599885,57612722,19,1,Q6P9A1
ENSG00000083814,57719751,57727624,19,-1,Q8TAW3
ENSG00000083817,57571566,57578927,19,-1,Q9BWM5
ENSG00000186723,15804549,15815664,19,-1,Q9Y4A9
ENSG00000161671,50476400,50490870,19,1,Q5UCC4
ENSG00000172519,15787661,15801025,19,1,Q8NGA6
ENSG00000186115,15878023,15898120,19,-1,P78329
ENSG00000099864,708939,748329,19,1,O75781
ENSG00000167600,41193049,41207539,19,1,Q96SQ9
ENSG00000196961,49766968,49807113,19,1,O95782
ENSG00000269190,38941401,38975910,19,-1,Q96EF6
ENSG00000167680,4542593,4559808,19,-1,Q9H3T3
ENSG00000105549,361747,376670,19,-1,Q9P2T0
ENSG00000130758,40191744,40215575,19,1,Q02779
ENSG00000105556,301444,344815,19,-1,Q8N344
ENSG00000130175,11435288,11450968,19,1,P14314
ENSG00000130812,10092338,10102796,19,-1,Q8NI99
ENSG00000225950,49061066,49065054,19,-1,P34130
ENSG00000142065,36334453,36379199,19,-1,Q9HCL3
ENSG00000167635,36214602,36238774,19,1,Q15072
ENSG00000104960,49850735,49860744,19,1,Q86YD1
ENSG00000070404,676365,683399,19,1,O95633
ENSG00000198538,52797409,52857600,19,-1,P17035
ENSG00000063177,48615328,48619536,19,-1,Q07020
ENSG00000262484,38908980,38912158,19,-1,I3L3R5
ENSG00000239382,36009120,36014239,19,-1,Q3KRA9
ENSG00000175489,18391144,18397617,19,-1,Q8N386
ENSG00000105404,41956681,41959390,19,-1,Q9UI14
ENSG00000105171,29604017,29617237,19,1,O95707
ENSG00000105376,10289981,10296778,19,1,Q9UMF0
ENSG00000077009,3933103,3942416,19,1,Q9NPI5
ENSG00000064687,1040101,1065572,19,1,Q8IZY2
ENSG00000125657,6530999,6535928,19,1,P41273
ENSG00000204604,52838008,52857649,19,-1,Q5VIY5
ENSG00000105552,48795062,48811029,19,-1,O15382
ENSG00000179284,12965159,12974762,19,1,Q8N907
ENSG00000205138,35995199,35996315,19,1,A6NFY7
ENSG00000185453,48170692,48197620,19,1,Q86XI8
ENSG00000090932,39498895,39508481,19,1,Q9NYJ7
ENSG00000105662,18683677,18782333,19,1,Q6UUV9
ENSG00000130726,58544091,58550722,19,1,Q13263
ENSG00000221916,49118397,49119140,19,-1,Q9NVV2
ENSG00000204869,46039748,46077118,19,-1,Q6B9Z1
ENSG00000104983,45995461,46021318,19,1,Q9Y6R9
ENSG00000181007,36383120,36418656,19,-1,Q8N141
ENSG00000204978,41443158,41444765,19,1,A6NGS2
ENSG00000104808,48933682,48944969,19,1,Q9UQ10
ENSG00000197054,11965037,11980381,19,1,Q0D2J5
ENSG00000011422,43646095,43670547,19,-1,Q03405
ENSG00000125746,45606994,45645629,19,-1,O95834
ENSG00000255974,40843538,40850447,19,-1,P11509
ENSG00000182141,21291160,21329425,19,-1,P17019
ENSG00000179271,12953119,12957236,19,-1,Q8TAE8
ENSG00000179218,12938578,12944489,19,1,P27797
ENSG00000182315,7056209,7058640,19,-1,A6NE82
ENSG00000167733,5680604,5688523,19,1,Q7Z5J1
ENSG00000022556,54953130,55001142,19,1,Q9NX02
ENSG00000075702,36054881,36105106,19,1,O43379
ENSG00000063176,48619291,48630717,19,1,Q9NRA0
ENSG00000187474,51795163,51826189,19,1,P25089
ENSG00000257103,34172504,34229515,19,1,Q8ND56
ENSG00000261857,40771648,40777490,19,1,Q16674
ENSG00000104825,38899700,38908893,19,1,Q15653
ENSG00000188171,20620061,20661596,19,-1,Q68DY1
ENSG00000105699,35248330,35267964,19,1,Q86X29
ENSG00000124299,33386950,33521794,19,-1,P12955
ENSG00000187187,39984134,40021041,19,1,Q86UE3
ENSG00000142233,48661407,48673081,19,-1,Q8WTR8
ENSG00000131126,43401496,43418597,19,1,Q9BY14
ENSG00000068903,38878555,38899862,19,-1,Q8IXJ6
ENSG00000105467,48364395,48376376,19,1,O95473
ENSG00000166359,33132090,33175795,19,1,Q6ZMY6
ENSG00000141934,281040,291504,19,-1,O43688
ENSG00000213988,20077994,20127076,19,1,Q03938
ENSG00000090006,40592883,40629818,19,1,Q8N2S1
ENSG00000130270,1782075,1812276,19,-1,O60423
ENSG00000171747,38801671,38813364,19,-1,P56470
ENSG00000021488,32830509,32869766,19,-1,P82251
ENSG00000104859,45039040,45070956,19,1,Q8N2M8
ENSG00000118156,47520685,47555856,19,-1,Q9H0D2
ENSG00000213965,32691961,32713796,19,1,A8MXV4
ENSG00000182472,38730187,38769904,19,-1,Q6ZSI9
ENSG00000160460,40466241,40576464,19,1,Q9H254
ENSG00000087086,48965301,48966878,19,1,P02792
ENSG00000053501,17215346,17219829,19,1,Q9NZ43
ENSG00000104941,45795710,45815319,19,-1,Q9H0K4
ENSG00000070423,647526,663277,19,-1,Q9BV68
ENSG00000213020,52702813,52735073,19,-1,Q8N823
ENSG00000130176,11538717,11550323,19,1,P51911
ENSG00000176920,48695971,48705950,19,1,Q10981
ENSG00000183668,43211791,43269530,19,-1,Q00887
ENSG00000197540,544034,549924,19,1,P51124
ENSG00000188493,40740856,40751553,19,-1,Q5BKX5
ENSG00000099326,58561931,58573575,19,-1,P28698
ENSG00000167670,4402662,4445018,19,1,Q13111
ENSG00000072958,16197578,16245907,19,1,Q9BXS5
ENSG00000161270,35825964,35869287,19,-1,O60500
ENSG00000239998,54572920,54590287,19,1,Q8N149
ENSG00000105058,16185380,16192046,19,1,Q9Y421
ENSG00000105429,42325609,42378769,19,1,Q7Z7M0
ENSG00000153902,35124513,35142451,19,-1,Q8N135
ENSG00000188785,57389850,57402992,19,1,Q8NEK5
ENSG00000083844,57191500,57222846,19,1,O43296
ENSG00000258873,57154021,57167443,19,-1,A6NLW8
ENSG00000197951,56595264,56626481,19,1,Q9NQZ8
ENSG00000105737,41998321,42069498,19,-1,Q16478
ENSG00000005206,2328615,2354806,19,1,Q8TCT7
ENSG00000074181,15159038,15200981,19,-1,Q9UM47
ENSG00000104886,2230084,2237704,19,-1,Q9NW61
ENSG00000105137,15107403,15114988,19,1,Q6ZW31
ENSG00000131142,8052767,8062650,19,1,O15444
ENSG00000160961,14689801,14733746,19,1,Q96JL9
ENSG00000197372,23525631,23687220,19,-1,Q8TD23
ENSG00000260001,7916145,7919097,19,1,H3BV60
ENSG00000197446,41114432,41128366,19,1,P24903
ENSG00000269526,53013921,53016122,19,1,B6SEH8
ENSG00000125741,45527427,45602212,19,-1,Q9H6K4
ENSG00000104903,13099033,13103161,19,-1,P12980
ENSG00000125744,45485289,45497061,19,-1,O75298
ENSG00000182310,51693340,51712387,19,1,W5XKT8
ENSG00000105428,5455431,5456856,19,1,Q8WWF5
ENSG00000105426,5158495,5340803,19,-1,Q13332
ENSG00000127663,4969113,5153595,19,1,O94953
ENSG00000160318,51367098,51369003,19,-1,Q8NHS1
ENSG00000105202,39834458,39846414,19,-1,P22087
ENSG00000168995,51142299,51153526,19,1,Q9Y286
ENSG00000129450,51124908,51136651,19,1,Q9Y336
ENSG00000205922,1752373,1780988,19,1,O60422
ENSG00000153879,33373330,33382686,19,1,P53567
ENSG00000099622,1259384,1274880,19,1,Q14011
ENSG00000256771,19865886,19894674,19,1,O75346
ENSG00000104879,45306414,45322977,19,-1,P06732
ENSG00000221826,42721638,42740569,19,-1,Q16557
ENSG00000121289,32875925,32971991,19,-1,Q96ST8
ENSG00000083807,58479512,58512413,19,-1,Q9Y2P5
ENSG00000079385,42507304,42561234,19,-1,P13688
ENSG00000124469,42580241,42595055,19,-1,P31997
ENSG00000064547,19623668,19628930,19,-1,Q9HBW0
ENSG00000213023,50621307,50639827,19,-1,Q9BQG1
ENSG00000160161,19538248,19546659,19,1,Q8IUL8
ENSG00000167625,42220271,42228201,19,1,Q8TF50
ENSG00000073050,43543040,43580473,19,-1,P18887
ENSG00000105261,36111151,36113711,19,1,O00110
ENSG00000105254,36114289,36125947,19,1,Q99426
ENSG00000160877,13118103,13141141,19,1,Q96RE7
ENSG00000167633,54816468,54830778,19,1,P43629
ENSG00000130254,5586999,5624046,19,-1,Q14151
ENSG00000127533,16888860,16892606,19,1,Q96RI0
ENSG00000120784,37613749,37692337,19,-1,Q9Y2G7
ENSG00000124302,33621955,33773509,19,1,Q9H2A9
ENSG00000008382,4343527,4360086,19,1,Q8N594
ENSG00000167613,54351384,54370558,19,-1,Q6GTX8
ENSG00000130208,44914247,44919349,19,1,P02654
ENSG00000167565,40440844,40444705,19,-1,Q9UJW9
ENSG00000161681,50661827,50719450,19,-1,Q9Y566
ENSG00000071655,1573596,1592801,19,-1,O95983
ENSG00000198046,56439325,56478065,19,-1,Q5HYK9
ENSG00000167685,56132599,56160893,19,1,Q8N0Y2
ENSG00000011590,35704527,35717038,19,1,Q9Y2Y4
ENSG00000105668,35666516,35678483,19,1,O00322
ENSG00000119559,1461143,1479556,19,-1,Q9UFG5
ENSG00000160007,46918676,47005077,19,1,Q9NRY4
ENSG00000042753,46838136,46850992,19,-1,P53680
ENSG00000105518,11342776,11346518,19,-1,Q6UW68
ENSG00000126254,35629030,35637686,19,1,Q9BTD8
ENSG00000173809,32719753,32829580,19,1,Q587J7
ENSG00000105726,19645198,19663693,19,-1,Q9HD20
ENSG00000121410,58345178,58353499,19,-1,P04217
ENSG00000278129,58278951,58302805,19,1,P17098
ENSG00000197019,40421592,40426025,19,-1,Q9UHV2
ENSG00000187116,54307070,54313139,19,-1,A6NI73
ENSG00000086967,50432903,50466321,19,1,Q14324
ENSG00000141946,57134096,57145202,19,-1,Q96PE6
ENSG00000105221,40230317,40285536,19,-1,P31751
ENSG00000174917,5678421,5680896,19,-1,Q5XKP0
ENSG00000104805,48900050,48923372,19,1,Q02818
ENSG00000124444,43596392,43601157,19,1,Q9H609
ENSG00000197608,52064466,52095765,19,-1,Q6ZN19
ENSG00000142556,52012765,52030240,19,-1,Q8N883
ENSG00000126467,49739753,49763330,19,-1,Q9UJT2
ENSG00000197933,11721265,11739009,19,-1,P16415
ENSG00000133243,1985438,2034881,19,-1,Q9BX70
ENSG00000142002,4675224,4724673,19,-1,Q86TI2
ENSG00000176909,48712742,48719721,19,-1,Q6ZN01
ENSG00000171051,51745172,51804110,19,-1,P21462
ENSG00000269858,40798996,40808433,19,1,Q96KS0
ENSG00000254415,51642553,51646801,19,-1,Q08ET2
ENSG00000197013,21496682,21556270,19,1,Q86V71
ENSG00000227500,1905214,1926013,19,1,Q969E2
ENSG00000105479,48296457,48321894,19,-1,Q96M63
ENSG00000123815,40691529,40718207,19,-1,Q96D53
ENSG00000086544,40717103,40740860,19,1,Q96DU7
ENSG00000167676,4502180,4518465,19,-1,Q96Q06
ENSG00000128000,40028260,40056209,19,-1,Q9Y6R6
ENSG00000127528,16324817,16327874,19,1,Q9Y5W3
ENSG00000174837,6887566,6940459,19,1,Q14246
ENSG00000104866,45091396,45148077,19,1,O75864
ENSG00000167618,54497879,54510687,19,1,Q6ISS4
ENSG00000213022,51003111,51009634,19,-1,Q9UKQ9
ENSG00000127452,9810267,9827816,19,-1,Q9NXK8
ENSG00000129354,10572671,10587315,19,-1,Q9Y6Q5
ENSG00000079432,42268537,42295797,19,1,Q96RK0
ENSG00000131409,50516892,50568045,19,-1,Q9NT99
ENSG00000176231,15944299,15950350,19,1,Q8NGA5
ENSG00000171469,9604680,9621399,19,-1,Q8N587
ENSG00000152443,57746796,57758159,19,1,Q68DI1
ENSG00000142273,44777869,44800634,19,1,Q9ULV8
ENSG00000186230,57435329,57445485,19,1,O43361
ENSG00000105248,4247079,4269090,19,1,Q9BW85
ENSG00000134830,47332147,47347327,19,1,Q9P296
ENSG00000142347,8520790,8577577,19,-1,O00160
ENSG00000220201,10304803,10309880,19,-1,P0C6A0
ENSG00000099308,18097793,18151692,19,1,O60307
ENSG00000174562,50825289,50837213,19,-1,Q9H2R5
ENSG00000130203,44905754,44909393,19,1,P02649
ENSG00000142511,50770464,50771732,19,1,O75388
ENSG00000089356,35115879,35124324,19,1,Q14802
ENSG00000204577,54216278,54223506,19,-1,O75022
ENSG00000213762,57614233,57624723,19,1,P52741
ENSG00000142530,50466785,50476753,19,-1,Q6IPT2
ENSG00000170889,54200742,54249003,19,1,P46781
ENSG00000130734,10543895,10553418,19,1,Q86TL0
ENSG00000180739,10512742,10517931,19,-1,Q9H228
ENSG00000161860,12898786,12919276,19,-1,Q6PIF2
ENSG00000182393,39296325,39298673,19,1,Q8IU54
ENSG00000130167,11296139,11326996,19,1,Q9UKR8
ENSG00000183760,39083913,39111493,19,1,Q6ZNF0
ENSG00000130520,18306230,18323274,19,-1,Q9Y4Z0
ENSG00000184162,19201416,19203424,19,-1,Q86WQ0
ENSG00000132026,12825478,12835428,19,-1,Q9BSG5
ENSG00000198356,12737139,12748323,19,1,O43681
ENSG00000081665,19785839,19821751,19,-1,Q5JVG8
ENSG00000249861,39655894,39660647,19,1,A8MUM7
ENSG00000205076,38770971,38773492,19,-1,P47929
ENSG00000181896,19668796,19683509,19,1,Q8IZC7
ENSG00000105507,48029953,48044053,19,-1,Q9NP86
ENSG00000178928,47801243,47819051,19,-1,Q8N7U7
ENSG00000105373,47745522,47757058,19,1,Q9NZM5
ENSG00000141968,6772714,6857366,19,1,P15498
ENSG00000267467,44942238,44945496,19,1,P55056
ENSG00000167747,50797704,50804929,19,-1,Q6RUI8
ENSG00000171936,15737985,15742343,19,1,O60404
ENSG00000167232,23304991,23395560,19,-1,Q05481
ENSG00000248099,17816512,17821574,19,-1,P51460
ENSG00000104976,7920316,7923250,19,1,Q13487
ENSG00000196081,23221599,23250390,19,-1,A8MTY0
ENSG00000125648,6436079,6465203,19,-1,Q9BV35
ENSG00000197134,22052452,22091480,19,1,Q9Y2Q1
ENSG00000031823,5916139,5978142,19,-1,Q9H6Z4
ENSG00000167487,18636965,18671714,19,1,Q53HC5
ENSG00000129451,51012739,51020175,19,-1,O43240
ENSG00000007047,45079288,45305283,19,1,Q96L34
ENSG00000174586,58354357,58362848,19,-1,Q6ZNH5
ENSG00000167619,42313325,42325062,19,1,Q8NBT3
ENSG00000105227,40393768,40413366,19,-1,Q9BXM0
ENSG00000178982,38619082,38636955,19,1,Q9UBQ5
ENSG00000006015,18588685,18592336,19,1,Q96EN9
ENSG00000235034,50649445,50659310,19,1,C9J6K1
ENSG00000186272,57411163,57421939,19,1,P17021
ENSG00000142303,8580242,8610735,19,-1,Q9H324
ENSG00000130477,17601328,17688365,19,-1,Q9UPW8
ENSG00000104833,6494319,6502848,19,-1,P04350
ENSG00000104889,12802063,12813638,19,1,O75792
ENSG00000178531,7924485,7926166,19,-1,P60606
ENSG00000129347,10553078,10566037,19,-1,Q8N9T8
ENSG00000178201,57454790,57457142,19,-1,Q9GZP7
ENSG00000126267,35648223,35658861,19,1,P14854
ENSG00000261221,55605405,55617269,19,1,P0CJ78
ENSG00000104897,2236504,2248679,19,1,Q15428
ENSG00000060558,3136193,3163769,19,1,P30679
ENSG00000088256,3094410,3124004,19,1,P29992
ENSG00000188269,14824251,14835285,19,-1,Q15622
ENSG00000127530,14789260,14835376,19,-1,O76099
ENSG00000127515,14840466,14848922,19,-1,O76100
ENSG00000186818,54643889,54670359,19,1,Q8NHJ6
ENSG00000105427,42387019,42390287,19,-1,Q9BYD5
ENSG00000239961,54333185,54339150,19,-1,P59901
ENSG00000178093,19512418,19515685,19,-1,Q9BXA6
ENSG00000204519,57681969,57717301,19,1,Q7Z340
ENSG00000171903,15912367,15934867,19,-1,Q9HBI6
ENSG00000180532,57668935,57679152,19,1,Q8NAM6
ENSG00000121406,57527325,57557542,19,1,Q6P9A3
ENSG00000118160,47428017,47472168,19,-1,Q9UPR5
ENSG00000197128,57466663,57477570,19,-1,Q68DY9
ENSG00000268182,56643145,56655766,19,1,P0DL12
ENSG00000127903,56661981,56671783,19,-1,Q9Y2P0
ENSG00000089847,4183354,4224814,19,1,Q8TF21
ENSG00000198300,56810083,56840728,19,-1,Q9GZU2
ENSG00000174652,9412598,9435578,19,-1,Q14584
ENSG00000269699,56774552,56840729,19,-1,Q9NZV7
ENSG00000134815,47349281,47382704,19,1,Q14147
ENSG00000131845,57351307,57359898,19,1,Q9HCX3
ENSG00000197016,56567511,56588911,19,1,Q6ECI4
ENSG00000196110,9294275,9309838,19,-1,Q32M78
ENSG00000141837,13206442,13633025,19,-1,O00555
ENSG00000229292,55769141,55773179,19,1,F8VTS6
ENSG00000170948,8832398,8843340,19,1,Q8WWY6
ENSG00000130813,10086122,10093252,19,1,Q9NUL5
ENSG00000104884,45349837,45370918,19,-1,P18074
ENSG00000105486,48115445,48170603,19,-1,P18858
ENSG00000083845,58386400,58394806,19,1,P46782
ENSG00000198131,58228594,58277495,19,1,Q6NX49
ENSG00000269343,57819741,57846238,19,1,E7ETH6
ENSG00000213921,39776595,39786167,19,1,A8MZ59
ENSG00000142544,51097606,51108370,19,-1,Q7Z7A3
ENSG00000105708,19710471,19733097,19,-1,P17017
ENSG00000083812,58467045,58475436,19,1,O75467
ENSG00000167491,19385826,19508931,19,1,Q86YP4
ENSG00000105136,57487711,57496097,19,1,Q96HQ0
ENSG00000186204,15672757,15697174,19,1,Q9HCS2
ENSG00000105122,15451624,15464571,19,-1,Q86YV0
ENSG00000152475,58367618,58381060,19,-1,Q96EG3
ENSG00000177025,57958437,57974534,19,-1,Q8NEA5
ENSG00000171649,57578456,57593777,19,1,Q3SY52
ENSG00000152433,57363477,57379565,19,1,Q8IVP9
ENSG00000004776,35754569,35758079,19,-1,O14558
ENSG00000161031,15468645,15498956,19,-1,Q96PD5
ENSG00000105146,57230802,57235548,19,1,Q9UQB9
ENSG00000105732,42068477,42081549,19,1,Q6ZN55
ENSG00000115255,1490747,1497927,19,1,Q96HR9
ENSG00000178904,32405543,32485895,19,1,Q6ZPD9
ENSG00000171487,55999726,56061813,19,1,P59047
ENSG00000006712,39385852,39391195,19,-1,Q8N7H5
ENSG00000105610,12884423,12887181,19,-1,Q13351
ENSG00000179846,45149750,45158737,19,-1,Q17RQ9
ENSG00000105290,35867899,35879791,19,1,P51693
ENSG00000176293,58059239,58086310,19,1,P52742
ENSG00000221983,18571730,18577550,19,1,P62987
ENSG00000105472,50723329,50725718,19,1,Q9Y240
ENSG00000244482,54236592,54242791,19,-1,Q6PI73
ENSG00000130202,44846175,44889228,19,1,Q92692
ENSG00000152439,57499915,57518404,19,1,Q6PK81
ENSG00000186326,32675407,32678300,19,1,Q6ZS82
ENSG00000256060,57363511,57365353,19,1,P0DI82
ENSG00000171954,15508493,15552317,19,1,Q6NT55
ENSG00000115257,1481428,1490752,19,-1,Q6UW60
ENSG00000173572,55891699,55932336,19,-1,Q86W25
ENSG00000130669,39125770,39182816,19,1,O96013
ENSG00000167755,50958631,50969673,19,-1,Q92876
ENSG00000104856,45001430,45038198,19,1,Q01201
ENSG00000171606,58183029,58213562,19,1,Q96GC6
ENSG00000152467,58034032,58054631,19,1,Q8NBB4
ENSG00000105717,19561707,19618916,19,-1,Q9BYU1
ENSG00000166704,57977053,58003349,19,-1,Q8WXB4
ENSG00000105186,32597007,32676597,19,-1,Q96NW4
ENSG00000105327,47220822,47232766,19,-1,Q96PG8
ENSG00000105327,47220822,47232766,19,-1,Q9BXH1
ENSG00000174667,9210276,9219589,19,-1,Q8NG98
ENSG00000129933,19320681,19358755,19,1,Q9Y6X3
ENSG00000237521,9247344,9252625,19,1,Q6IFN5
ENSG00000105705,19276018,19320844,19,-1,Q8IWZ8
ENSG00000105321,47255980,47271953,19,1,Q9Y3X0
ENSG00000125505,54173412,54189882,19,-1,Q96N66
ENSG00000105419,47403124,47419523,19,-1,Q99687
ENSG00000105325,3506273,3538330,19,1,Q9UM11
ENSG00000161807,9114828,9115763,19,-1,Q8NGA0
ENSG00000105127,15353385,15379798,19,-1,O43823
ENSG00000173581,55641062,55653161,19,1,Q9BWC9
ENSG00000181786,8697397,8698822,19,-1,Q8TC94
ENSG00000183401,11344684,11354944,19,1,P0C7I6
ENSG00000105204,39825350,39834201,19,-1,Q9Y463
ENSG00000184635,19900913,19963464,19,1,P35789
ENSG00000167757,51022216,51028039,19,-1,Q9UBX7
ENSG00000105088,9853718,9936552,19,-1,O95897
ENSG00000024422,47713343,47743134,19,1,Q9NZN4
ENSG00000196684,16134028,16158575,19,1,Q96JZ2
ENSG00000198258,9827892,9830115,19,1,Q9BZL1
ENSG00000167461,16111629,16134234,19,1,P61006
ENSG00000167614,54415219,54436900,19,1,Q9H313
ENSG00000090013,40447789,40465840,19,-1,P30043
ENSG00000127540,1597172,1605490,19,-1,O14957
ENSG00000204653,50511600,50514690,19,-1,A6ND91
ENSG00000152454,57940833,57947675,19,-1,Q9Y2P7
ENSG00000079999,10486120,10503741,19,-1,Q14145
ENSG00000105185,32581068,32587452,19,1,O14737
ENSG00000028277,42086110,42196585,19,-1,P09086
ENSG00000178980,47778572,47784686,19,1,P63302
ENSG00000104974,54593582,54602090,19,1,O75019
ENSG00000126259,35855861,35867109,19,1,Q6UWL6
ENSG00000167615,54448887,54462037,19,1,Q96PV6
ENSG00000125731,6752160,6767588,19,-1,Q9BRG2
ENSG00000121413,58083838,58118427,19,-1,Q8TBC5
ENSG00000129355,10566462,10569059,19,-1,P55273
ENSG00000105723,42230186,42242625,19,-1,P49840
ENSG00000130204,44890569,44903689,19,1,O96008
ENSG00000105193,39433207,39435948,19,-1,P62249
ENSG00000167664,4292232,4302431,19,-1,Q96BF3
ENSG00000174521,40216058,40218399,19,-1,Q8N6N2
ENSG00000251369,57535257,57559863,19,-1,Q7Z398
ENSG00000187244,44809059,44821420,19,1,P50895
ENSG00000171942,15728020,15729060,19,1,O60403
ENSG00000198028,9466507,9498607,19,-1,Q96MR9
ENSG00000188321,9323772,9351162,19,1,Q9BR84
ENSG00000188629,9363020,9382617,19,1,Q13360
ENSG00000063245,55675226,55709858,19,1,Q9Y6I3
ENSG00000130511,18418864,18434562,19,1,Q9BWG4
ENSG00000141867,15235519,15332545,19,-1,O60885
ENSG00000130522,18279760,18281622,19,-1,P17535
ENSG00000105679,35533412,35545316,19,1,O14556
ENSG00000131943,29698886,29715789,19,-1,Q9NSK7
ENSG00000166289,29665056,29675457,19,1,Q96S99
ENSG00000130518,18257097,18274509,19,-1,Q9H0B3
ENSG00000133250,8509678,8514164,19,-1,Q96IQ9
ENSG00000161847,10316212,10333640,19,-1,Q8IY67
ENSG00000213096,24033405,24129961,19,1,O75437
ENSG00000105197,39480412,39493785,19,1,Q3ZCQ8
ENSG00000169035,50976482,50984099,19,-1,P49862
ENSG00000130402,38647649,38731583,19,1,O43707
ENSG00000221946,35143250,35154301,19,1,P58549
ENSG00000089639,19629476,19643667,19,-1,Q9P107
ENSG00000186526,15615218,15630638,19,1,P98187
ENSG00000171970,2900898,2918476,19,1,Q68EA5
ENSG00000267855,8308768,8321396,19,-1,O95182
ENSG00000011132,3750819,3761699,19,-1,O96018
ENSG00000130725,58555712,58558960,19,-1,P61081
ENSG00000187266,11377205,11384342,19,-1,P19235
ENSG00000131941,32978593,33064888,19,-1,Q8IUC4
ENSG00000131849,58432814,58440222,19,-1,P52740
ENSG00000127666,4815932,4831704,19,-1,Q8IUC6
ENSG00000197961,9560353,9584533,19,-1,P58317
ENSG00000178229,57320509,57330776,19,1,Q08ER8
ENSG00000063322,39391303,39400637,19,1,Q9NX70
ENSG00000105656,18442663,18522127,19,-1,P55199
ENSG00000187664,19255641,19262796,19,-1,Q86UW8
ENSG00000197487,56176020,56185775,19,1,Q9UBC7
ENSG00000099625,1228287,1238027,19,-1,Q8N350
ENSG00000130287,19211973,19252233,19,1,O14594
ENSG00000115268,1438358,1440494,19,1,P62841
ENSG00000105612,12875211,12881468,19,-1,O00115
ENSG00000104899,2249309,2252073,19,1,P03971
ENSG00000181143,8848844,8981342,19,-1,Q8WXI7
ENSG00000130158,11199295,11262481,19,-1,Q96HP0
ENSG00000104885,2164149,2232578,19,1,Q8TEK3
ENSG00000105650,18207961,18255419,19,-1,Q08493
ENSG00000197256,11164267,11197791,19,-1,Q63ZY3
ENSG00000167815,12796820,12801859,19,-1,P32119
ENSG00000087903,5993164,6199572,19,-1,P48378
ENSG00000142459,7830233,7864976,19,1,Q96CN4
ENSG00000233927,8321158,8323340,19,1,P62857
ENSG00000186994,8322584,8343262,19,-1,Q6NY19
ENSG00000105677,35545595,35547526,19,1,Q9BVK8
ENSG00000072954,16661127,16690029,19,1,Q9H6F2
ENSG00000127616,10961001,11065395,19,1,P51532
ENSG00000105278,3804024,3869032,19,-1,Q9UPR6
ENSG00000142444,10928733,10933535,19,1,Q9BSF4
ENSG00000167772,8363289,8374373,19,1,Q9BY76
ENSG00000039987,12751702,12758458,19,1,Q8NFU1
ENSG00000187912,14583084,14611157,19,1,Q6ZS10
ENSG00000167483,17523301,17553839,19,1,Q86XR2
ENSG00000130545,6463777,6467221,19,1,Q9BUF7
ENSG00000175691,2933218,2944971,19,-1,Q15935
ENSG00000130332,2321517,2328620,19,-1,Q9UK45
ENSG00000170920,9126012,9126950,19,-1,Q8NG95
ENSG00000272333,35718019,35738878,19,1,Q9UMN6
ENSG00000213996,19264364,19273391,19,-1,Q9BZW4
ENSG00000130755,39328353,39342372,19,-1,O60234
ENSG00000171443,55600022,55603138,19,1,Q96C55
